id,number,title,short_description,long_description,category_id,subcategory,weight,price,image
01270,270,Ранняя красная,270.,"270. Ранняя красная.Раннеспелый, от полных всходов до первого сбора 24-28 дней. Корнеплод красный, округлый, массой 8-14 г, погружен в почву на 2/3, вкусовые качества высокие. При не продолжительном хранении корнеплоды не теряют товарность. 20:41",1,Раннеспелый,8-14,,p_01270_1.jpg
01271,271,Краковянка,271.,"271.Краковянка.Сорт раннеспелый, высокоурожайный, пригоден для выращивания в открытом и защищенном грунте. Вегетационный период от посева до сбора – 25-30 дней. Корнеплод красный, округлый с белым кончиком, массой 5,5-6г. Мякоть белая, иногда слабо-розовая, сочная, сладкая. 20:45",1,Раннеспелый,5-6,,p_01271_1.jpg
01272,272,Турнепс,272.,"272. Турнепс.Холодостойкая кормовая культура, ценная витамином С и углеводами. Дает высокий урожай, хорошо сохраняется в течение осенне-зимнего периода. За короткий период (40-45 дней) формирует урожай, поэтому можно использовать как после жнивную культуру. 20:49",1,,,,p_01272_1.jpg
01273,273,Репа пурпурная,273.,"273. Репа пурпурная.Ранний (от всходов до уборки 55-65 дней) сорт для выращивания в открытом и защищенном грунте. Корнеплоды округлые, малиново-розовые с белым кончиком, массой 100-120 г, с белой, плотной, сочной, нежной мякотью, пикантного вкуса и высоким содержанием минеральных веществ. 20:52",1,,100-120,,p_01273_1.jpg
01274,274,Брюква,274.,"274. Брюква.Период от всходов до технической спелости 90-110 дней. Корнеплоды овальные, массой 350-600г,на треть погружены в почву. Окраска кожицы корнеплодов в верхней части светло-зеленая, в нижней желтая. Мякоть кремово-желтая, нежная и сладкая на вкус. 28 October 2020 М 18:05 Мама",1,,350-600,,p_01274_1.jpg
01275,275,Айвенго,275.,"275. Айвенго.Сорт ранний. От всходов до технической спелости – 105-115 дней, до биологической – 125-135 дней. Растение среднерослое, компактное, полуштамбовое. На одном квадратном метре можно расположить 6-8 растений. Плоды конусовидные, 2-3 кам ерные, гладкие, массой 95-140 г 18:08",1,,95-140,,p_01275_1.jpg
01276,276,Анастасия,276.,"276.Анастасия.Раннеспелый. Растение компактное. Плоды крупные, массой 180-200г, в биологической спелости - красные. Сорт очень урожайный, по 3-5 кг крупных плодов с куста. Устойчив к стрессам,неблагоприятным условиям, имеет долгосрочное плодоношения. 18:11",1,Раннеспелый,180000-200000,,p_01276_1.jpg
01277,277,Антей,277.,"277. Антей.Сорт среднеспелый. От массовых всходов до технической спелости 125-135 дней, до биологической 145-160 дней. Растение высокорослое, мощное, раскидистое. Плоды очень крупные, конусо-призмоподобные, светло-зеленые в технической спелости и красные в - биологической, массой 200-300 г 18:14",1,Среднеспелый,200-300,,p_01277_1.jpg
21278,278,Аджика,278.,"278. Аджика.Среднеранний сорт, сорт в большинстве случаев выращивают в открытом грунте. Растения этого сорта довольно высокие и мощные, благодаря этому не требуют подвязки к опорам. Плоды конические удлиненные в спелом виде достигают веса 90гр. 18:22 279 Богатырь .Среднеранний сорт для открытого грунта и пленочных теплиц. Растение мощное, раскидистое, высокое. Плоды очень крупные, массой 150-180 г, призмовидной формы, в биологической спелости красного цвета. Толщина стенки 5-5,5 мм. Вкусовые качества хорошие. 18:27",21,,150-180,,p_21278_1.jpg
21280,280,Богатырь,280.,"280. Богатырь.Среднеранний сорт для открытого грунта и пленочных теплиц. Растение мощное, раскидистое, высокое. Плоды очень крупные, массой 150-180 г, призмовидной формы, в биологической спелости красного цвета. Толщина стенки 5-5,5 мм. Вкусовые качества хорошие. М 19:05 Мама",21,,150-180,,p_21280_1.jpg
01281,281,Бараний рог,281.,"281. Бараний рог.Среднеспелый сорт. Вегетационный период от всходов до биологической спелости 135-150 дней. Куст штамбовый, высотой 40-50см. Плоды удлиненные, длиной 16-20см, диаметром 2,5-3см, массой 30-40г, среднеострого вкуса. 19:08",1,Среднеспелый,30-40,,p_01281_1.jpg
01282,282,Богдан,282.,"282. Богдан.Раннеспелый. Растение компактное. Плоды крупные, массой 180-200г, в биологической спелости - желтые, отличного вкуса. Сорт очень урожайный, по 3-5 кг крупных плодов с куста. Устойчив к стрессам, неблагоприятным условиям, имеет долгосрочное плодоношения. 19:22",1,Раннеспелый,180000-200000,,p_01282_1.jpg
01283,283,Викинг,283.,"283. Викинг.Раннеспелый сорт для выращивания в открытом грунте и под пленочными укрытиями. Растение средней высоты. Плод цилиндрический, гладкий, глянцевый, в технической спелости зеленый, в биологической - красный. Число гнезд 3-",1,Раннеспелый,,,p_01283_1.jpg
01286,286,Лумина,286.,"286. Лумина.Сорт среднеранний. От массовых всходов до технической спелости плодов 118-120, до биологической – 140-143 дня. Растение высотой 40-50 см, компактное. Плоды конусовидные, бело-кремовые в технической спелости, красные в биологической, ароматные. Масса плода 95-140 г. 19:38",1,,95-140,,p_01286_1.jpg
21287,287,Обрий,287.,"287.Обрий.Раннеспелый сорт. Вегетационный период до биологической спелости 100-120 дней. Куст штамбовый, высотой 40-65см. Плоды округлой формы, ребристые, массой 100-150г, в биологической спелости красного цвета. Толщина стенки плода 6-10мм. Мякоть нежная. 19:47",21,Раннеспелый,100-150,,p_21287_1.jpg
21288,288,Ода,288.,"288. Ода .Раннеспелый сорт открытого и закрытого грунта,темно фиолетового цвета Толстостенный,сладкий,с длинным периодом плодонношения ,масса плода 160-190гр Красив и вкусен. 19:51",21,Раннеспелый,160-190,,p_21288_1.jpg
01289,289,Паланская бабура,289.,"289. Паланская бабура.Новый раннеспелый сорт. Один из лучших высокоурожайных сортов сладкого перца. Растение раскидистое, штамбовое, среднеоблиственное, высотой до 50 см. Плоды крупные, толстостенные (6-8 мм), призматической формы, в технической спелости - ярко-желтые, в биологической - красные. 19:58",1,Раннеспелый,,,p_01289_1.jpg
10290,290,Грыль стручок,290.,"290. Грыль стручок. Перец для гриля.Ранньостиглий сорт для вирощування у відкритому ґрунті, до технічної стиглості 105-108 днів. Кущ висотою 40-60 сантиметрів. Плід конусоподібний, вузький, масою 80-90 грам, у фазі біологічної стиглості - багряно-червоного кольору, з товщиною стінок 5-6 міліметрів. М'якоть соковита, солодка, без гіркоти, дуже духмяний, 20:00",10,,80-90,,p_10290_1.jpg
21291,291,Подарок Молдовы,291.,"291.Подарок Молдовы.Растение полураскидистое, низкорослое, высотой 35-45 см. Плоды пониклые, конуовидные, длиной 9-10 см, массой 50-80 г, толщина стенок 4-5 мм. Вкусовые качества хорошие. В биологической спелости темно-красного цвета. Устойчив к болезням. Универсального использования. 20:08",21,Универсальный,50-80,,p_21291_1.jpg
01292,292,Ратунда,292.,"292. Ратунда.Раннеспелый. Растение компактное, низкорослое высотой 25-30 см. Светолюбив, засухоустойчив. Плоды округлые, в биологической спелости темно-красные, длиной около 6 см, толстостенные (толщина стенок 7-10 мм), массой 102-167 г. Вкусовые качества отличные. 20:14 293 Ожаровский.Один из наилучших польских среднеранних сортов. Пригоден для выращивания в теплицах. Растения имеют буйный рост, требуют пасынкования и подвязывании. Завязывает плоды даже при недостаточном освещении и пониженной температуре. Плоды крупные по мере созревания меняют окраску с темнозеленого на темно красный. 20:23",1,Раннеспелый,102-167,,p_01292_1.jpg
01294,294,Украинский горький,294.,"294.Украинский горький. Среднеспелый, плоды конусовидные, гладкие, красные, глянцевые. Мякоть тонкая, на вкус острая. Используют в домашней кулинарии, для изготовления настоек, масел. Теплолюбивая культура. Выращивают с использованием рассады. 20:31",1,Среднеспелый,,,p_01294_1.jpg
10295,295,Комнатный,295.,"295. Комнатный.В горшечной культуре перец можно выращивать 2-3 года до истощения растения и получать свежие плоды круглый год. Посев семян для комнатной культуры можно проводить в любое время года, но лучше всего весной. В зимнее время растение следует размещать ближе к свету и беречь от холода. М 22:37 Мама",10,,2-3,,p_10295_1.jpg
01296,296,Айсберг,296.,"296.Айсберг.Очень ранний продуктивный сорт белого баклажана. Растение открытого типа, с короткими междоузлиями и мощной корневой системой. Плоды овально-цилиндрической формы , массой 300-400 г. Кожица белая, мякоть белоснежная, мясистая, отличается особым вкусом. 22:52",1,,300-400,,p_01296_1.jpg
01297,297,Алмаз,297.,"297. Алмаз.Один из лучших среднеспелых сортов. Растение с компактным расположением плодов в нижней части. Плоды цилиндрические, темно-фиолетовые. Мякоть зеленоватая, плотная, без горечи, отличного вкуса. Выращивают с использованием рассады, которую подготавливают в течение 50-60 дней. 23:01",1,Среднеспелый,,,p_01297_1.jpg
01298,298,Баклажан 02,298.,298. Баклажан,1,,,,p_01298_1.jpg
01299,299,Гелиос,299.,"299.Гелиос.Среднеранний сорт. Техническая спелость плодов наступает через 100-116 дней после всходов. Растение компактное, высотой 40-58 см. Плоды округлой формы, фиолетовые, массой 150-200 г. Мякоть белая, плотная, без горечи. Урожайность высокая. 23:09 300 Донецкий Урожайный.Раннеспе-лый сорт, вегетационный период от массовых всходов до первого сбора 120 дней. Куст компактный,плоды темно фиолетовые ,удлиненные 280-350гр,сорт ,устой к жаре.Без горечи. 23:21",1,,150-200,,p_01299_1.jpg
21301,301,Черный красавец,301.,"301.Черный красавец.Сорт среднеранний, в плодоношение вступает на 120-140 день. Высота растения 60-75 см. Плод цилиндрический, длиной 10-12 см, фиолетово-черный, массой 100-150 г. Мякоть без горечи беловато зеленого цвета. 23:26",21,,100-150,,p_21301_1.jpg
01302,302,Ультраранний,302.,"302.Ультраранний.Сверхранний. Вегетационный период 80-100 дней. Универсальный. Устойчив против основных болезней. Лежкий. Транспортабельный. Плод грушевидный, массой 120-140 г. Урожайность 25-30 т/га. Вкусовые качества высокие. 23:32",1,Универсальный,120-140,,p_01302_1.jpg
01303,303,Бегемот F1,303.,303. Бегемот F,1,Гибрид F1,,,p_01303_1.jpg
37304,304,Лук,304.,"304. Лук. Белая королева. Великолепный среднеспелый сорт лука итальянской селекции. Формирует красивые, крупные луковицы, весом 120-150 г, полуострого вкуса. Наружные и внутренние чешуйки белоснежные, луковицы плотные, выровненные, сочные. Прекрасные вкусовые качества. М 20:57 Мама Стерлинг F1/ Итальянский гибрид, с плотной чешуей,лежкий ,поздний сорт масса100-120гр,острый,транспортабельный. 21:03",37,Гибрид,120-150,,p_37304_1.jpg
37305,305,Лук Стерлинг,305.,"305.Лук Стерлинг . Италия. Среднеспелый сорт , масса 100-120гр, полу-острый, салатного типа, лежкий траспортабельный, предназначен для открытого грунта. 21:07",37,Среднеспелый,100-120,,p_37305_1.jpg
21306,306,Веселка,306.,"306.Веселка.Раннеспелый полуострый сорт. Выращивается из семян в однолетней культуре. Луковица округлая или овально-округлая, массой 100 – 150 г. Внешние чешуйки фиолетово-красного цвета. Сорт относительно устойчив к пероноспорозу. 21:09",21,Раннеспелый,150,,p_21306_1.jpg
37307,307,Вольский,307.,"307.Вольский. Польша..Позднеспелый, полуострый, универсального использования, пригоден для длительного хранения. От всходов до технической зрелости – 125-140 дней. Луковицы шаровидные, с тонкой шейкой, массой 90-160г. Сорт относительно устойчив к ложной мучнистой росе. 21:17",37,Позднеспелый,90-160,,p_37307_1.jpg
21308,308,Глобус,308.,"308. Глобус.Острый универсальный среднеспелый сорт. Вегетационный период 92-94 дня. Внешние чешуи коричневого или светло-коричневого цвета. Внутри чешуи сочные, белые. Луковица округлая или удлиненно-округлая весом 75-90г. Может выращиваться из семян в однолетней культуре, а также из севка. 21:19",21,Среднеспелый,75-90,,p_21308_1.jpg
37309,309,Донецкая золотистая,309.,"309.Донецкая золотистая..Среднеспелый сорт. Выращивают в однолетней культуре из семян. Малогнездный, луковица округло-плоская, плотная, массой 60-80 г, Сухие чешуи желтые и золотисто-желтые, сочные - белые. Урожайность 2,3-3,9 кг\кв.м. Лежкость хорошая. 21:22",37,Среднеспелый,60000-80000,,p_37309_1.jpg
37310,310,Каратальский,310.,"310. Каратальский.Раннеспелый, урожайный. Выращивают в однолетней культуре из семян. Луковица плотная, округлая. Сухие чешуи золотисто-желтые, сочные – белые. Масса луковицы 50-120 г. Вкус полуострый. Вызреваемость перед уборкой 97%. Лежкость 80 %. 21:24",37,Раннеспелый,50-120,,p_37310_1.jpg
37311,311,Луганский,311.,"311.Луганский.Сорт позднеспелый, урожайный. Выращивают в однолетней культуре из семян. Вкус промежуточный между острым и полуострым. Луковица округлая, округло-плоская и овальная. Сухие чешуи желтые с коричневым оттенком, сочные – белые. Масса луковицы 71-146 г 21:27",37,Позднеспелый,71-146,,p_37311_1.jpg
21312,312,Любчик,312.,"312. Любчик.Одни из лучших общепризнанных сортов в мире. Раннеспелый, от посева до созревания – 120 дней. Луковицы крупные, плотные, плоскоокруглые. Масса луковицы 50,0-94 г. Окраска сухих чешуй желто-коричневого цвета. Вкус пикантный. 21:30",21,Раннеспелый,0-94,,p_21312_1.jpg
37313,313,Марковский,313.,"313.Марковский.Сорт среднеспелый, полуострый, урожайный, отлично хранится. Может выращиваться из семян в однолетней культуре, а также из севка. Лук следует выращивать на плодородных, хорошо обработанных, легких, имеющих нейтральную реакцию почвах,полуострый ,масса120-130гр лежкий. 21:32",37,Среднеспелый,120-130,,p_37313_1.jpg
21314,314,Ред барон,314.,"314. Ред барон.Несмотря на относительную раннеспелость, прекрасно сохраняется. Луковицы среднего размера, массой 50-120 г, плотные, привлекательного красного цвета, который остается на луковице и не «окрашивает» ни нож, ни компоненты салата. Обладает прекрасными вкусовыми качествами. 21:34",21,Раннеспелый,50-120,,p_21314_1.jpg
37315,315,Рубин,315.,"315. Рубин.Деликатесный, скороспелый, урожайный сорт. До технической спелости - 72-85 дней. Луковица полуострая, округлая, одногнездная, массой 60-80 г. Сухие чешуи розово-фиолетовые, сочные, белые с розовым эпидермисом. Хорошо вызревает во всех зонах Украины. 21:36",37,Скороспелый,60-80,,p_37315_1.jpg
37316,316,Стригуновский,316.,"316.Стригуновский.Раннеспелый, урожайный. Выращивают в однолетней культуре из семян. Луковица плотная, округлая с небольшим сбегом вверх и вниз. Сухие чешуи желтые, сочные – белые. Масса луковицы 45-80 г. Вызреваемость перед уборкой 97%. Лежкость хорошая. Вкус острый. 21:39",37,Раннеспелый,45-80,,p_37316_1.jpg
21317,317,Халцедон,317.,"317.Халцедон.Луковица крупная, круглая, золотистого цвета, имеет чудесный товарный вид. Урожайность 700 ц/га. Хранится 12 месяцев, вкусовые качества высокие. 21:42",21,,,,p_21317_1.jpg
37318,318,Чернушка,318.,"318.Чернушка.Выращивание репчатого лука через севок. При этом способе репку получают на второй год, а в первый год выращивают севок — мелкий однолетний лук, высевают в апреле после оттаивания почвы на грядах шириной 1 м, в бороздки, сделанные на расстоянии 10-12 см. Норма высева 9-10 г на 1 м кв 21:46",37,,9-10,,p_37318_1.jpg
37319,319,Ялтинский,319.,"319. Ялтинский.Сорт позднеспелый, вегетационный период 138-150 дней, период хранения 120 дней. Луковицы крупные, фиолетовые, средней массой 154г. Вкус сладкий со слабоострым привкусом. Лук следует выращивать на плодородных, хорошо обработанных, легких, имеющих нейтральную реакцию почвах М 22:10 Мама",37,Позднеспелый,154,,p_37319_1.jpg
37320,320,Лук на зелень Эльвира,320.,"320. Лук на зелень Эльвира. Очень ранняя первая весенняя зелень при посадке под зиму,нежные ,полуострие перья содержат кладезь витаминов. При посадке весной нуждается в усиленном поливе. 22:12",37,,,,p_37320_1.jpg
37321,321,Лук на зелень озимый,321.,"321.Лук на зелень озимый. Больше всего оправдывают затраты подзимние посадки ,но возможна посадка весенняя. 22:16 322Шнит.Ценится, как растение, дающее витаминную зелень круглый год. Его листья нежные, слабоострые и ароматные. Многолетнее растение, дающее хороший урожай на одном участке в течении 5 лет, быстро отрастает ранней весной и дает большую зеленую массу. 22:18",37,,,,p_37321_1.jpg
01323,323,Порей,323.,"323. Порей.Двулетнее растение. В первый год у него образуется зеленый листья и утолщенный белый стебель (длиной 15-60 см и диаметром 5-7 см), который и является основной съедобной частью растения. 22:22",1,,,,p_01323_1.jpg
05324,324,Батун,324.,"324.Батун.Многолетнее, зимостойкое растение, которую используют на зелень. На одном месте растет 5-7 лет. Листья нежные, острые на вкус. В период вегетации, по мере отрастания, можно срезать листья несколько раз. Светолюбивое растение, не выносит затенения. 22:35",5,,,,p_05324_1.jpg
21325,325,Амстердамская,325.,"325.Амстердамская.Раннеспелая, пригодна для выращивания под пленкой и на пучковую продукцию. От массовых всходов до технической спелости – 70-90 дней. Корнеплод длиной 17-19 см, цилиндрический, оранжевого цвета с высоким содержанием каротина 22:38",21,Раннеспелый,,,p_21325_1.jpg
01326,326,Артек,326.,"326.Артек.Раннеспелый. Период от посева до уборки 80-100 дней, а при выращивании на пучковый товар спелость наступает на 67-75 день. Поверхность корнеплода и мякоти оранжево-красная, форма утолщенно-цилиндрическая 22:41",1,Раннеспелый,,,p_01326_1.jpg
01327,327,Аленка,327.,"327.Аленка.Сорт раннеспелый. Пучковая спелость наступает на 47-49-й, техническая - на 85-100-й день после появления всходов. Урожайность 40-75 кг/м",1,Раннеспелый,40000-75000,,p_01327_1.jpg
21328,328,Болтекс,328.,"328.Болтекс. Усовершенствованный сорт типа Шантане среднепозднего срока созревания. Вегетационный период от всходов до сбора урожая - 120-125 дней. Корнеплоды конической формы, гладкие, насыщенного оранжевого цвета, длиной 10-15 см, весом 200-350 г. 22:54",21,,200-350,,p_21328_1.jpg
01329,329,Вита Лонга,329.,"329.Вита Лонга. Германия.Среднепоздняя, вегетационный период 115-130 дней. Корнеплоды конической формы, гладкие, ровные, темно-оранжевые, обладают высокой товарностью, длина 20-30 см, масса до 350 г. Отличные вкусовые качества. 22:56",1,,350,,p_01329_1.jpg
01330,330,Витаминная 6,330.,330. Витаминная,1,,,,p_01330_1.jpg
01331,331,Каротель,331.,"331.Каротель.Сорт среднеспелый. Вегетационный период 100-110 дней от всходов до технической спелости. Пригоден для ранневесеннего и подзимнего посева. Корнеплод интенсивно-оранжевый, мякоть сочная, вкусная. Используют для прямого потребления, переработки, хранения. 23:02",1,Среднеспелый,,,p_01331_1.jpg
01332,332,Корал,332.,"332. Корал. Польша.Позднеспелая, предназначена для длительного хранения. Вегетационный период от посева до технической спелости – 140-150 дней. Корнеплоды темно-оранжевые, цилиндрической или слабо конической формы, длиной 18-20 см, массой 140-160 г, ровные 23:04",1,Позднеспелый,140-160,,p_01332_1.jpg
01333,333,Королева осени,333.,"333.Королева осени.Позднеспелый, высокоурожайный сорт. Вегетационный период 120-130 дней. Корнеплод цилиндрический, тупоконечный, оранжево-красный, диаметром 5 см и длиной 20-25см. Масса корнеплода до 220 г. Мякоть и сердцевина корнеплода нежная, сочная. 23:10",1,Позднеспелый,220,,p_01333_1.jpg
01334,334,Красавка,334.,"334. Красавка.Новый сверхранний высокопродуктивный сорт. Вегетационный период 70-85 дней после появления всходов. Корнеплоды имеют коническую форму, почти одинакового диаметра по всей длине. Длина корнеплода 17-19см. Окраска мякоти и сердцевины интенсивно-оранжевая, что создаёт видимость отсутствия сердцевины. 23:12",1,,,,p_01334_1.jpg
01335,335,Московская зимняя,335.,"335. Московская зимняя. Высокоурожайный среднепоздний сорт. Один из лучших сортов для зимнего хранения. Корнеплоды гладкие, удлиненно-конической формы, длинной 15-18см, с тупым концом, оранжево-красные, практически без сердцевины. Масса корнеплодов 130-150г. 23:15",1,,130-150,,p_01335_1.jpg
01336,336,Нантская,336.,"336.Нантская.Сорт среднеспелый. Период от посева до уборки 83-112 дней. Корнеплод цилиндрической формы, тупоконечный, длиной 16 см, диаметром 4,4 см, массой 92-161г, приподнят над поверхностью почвы, выдергивается легко. Мякоть и сердцевина оранжевые. Вкусовые качества хорошие. 23:19",1,Среднеспелый,92-161,,p_01336_1.jpg
01337,337,Красная без сердцевины,337.,"337. Красная без сердцевины.Сорт среднеранний. Корнеплоды цилиндрические, тупоконечные, массой 130-210г, длиной 19-21см. Мякоть красно-оранжевая, сочная, нежная, сладкая. Сорт отличается превосходной лежкостю корнеплодов. 23:23",1,,130-210,,p_01337_1.jpg
01338,338,Ням-ням,338.,"338.Ням-ням.Ранний отличный сорт. Пригоден для использования в свежем виде и для консервирования. Корнеплоды крупные, без сердцевины, цилиндрической формы, ярко-красной окраски, длинной 15см. Сорт очень сладкий, с большим содержанием каротина, лежкий. 23:27",1,,,,p_01338_1.jpg
01339,339,Шантане,339.,"339. Шантане.Сорт среднеранний. Период от посева до уборки 69-121 день. Форма – коническая, тупо конечная, длина 15 см, диаметр 5,8 см. Погружен в почву полностью, хорошо выдергивается. Корнеплоды крупные, массой 74-252 г. Вкусовые качества высокие. 23:33",1,,74-252,,p_01339_1.jpg
01340,340,Царица полей,340.,"340.Царица полей.Позднеспелый сорт. Пригодна для использования в свежем виде и для консервирования. Корнеплоды крупные, цилиндрической формы, ярко-оранжевой окраски, длиной 18-20см, лежкие. Пригодны для зимнего хранения. Не требователен к почве, не растрескивается. 23:36",1,Позднеспелый,,,p_01340_1.jpg
21341,341,Красная бояриня,341.,"341.Красная бояриня.Новый, среднепоздний сорт моркови немецкой селекции. Период вегетации 125-140 дней. Корнеплоды цилиндрические, длиной 19-22 см, оранжевого цвета, отличаются сочностью и отменным вкусом. Замечательный сорт для потребления в свежем виде, переработки и хранения. 23:38",21,,,,p_21341_1.jpg
01342,342,Лакомка,342.,"342. Лакомка.Новый, ультраскороспелый сорт (период от полных всходов до технической спелости 65-75 дней). Корнеплоды цилиндрические, выравненные, длиной 16-18 см, ярко-оранжевые, с маленькой сердцевиной, очень нежной и сочной мякотью, отменного вкуса. 23:44",1,Ультраскороспелый,,,p_01342_1.jpg
01343,343,Красный великан Высокоурожайный среднепоздний сорт для длительного хранения,343.,"343.Красный великан Высокоурожайный среднепоздний сорт для длительного хранения. Вегетационный период 115-130 дней. Корнеплоды гладкие, ровные, темно-красные, длиной 20-30 см и массой до 350 г. Сорт ценится за высокое содержание каротина и витаминов. 2 November 2020 М 13:56 Мама",1,,350,,p_01343_1.jpg
01344,344,Бордо 237,344.,344. Бордо,1,,,,p_01344_1.jpg
01345,345,Бордо 237,345.,345.Бордо,1,,,,p_01345_1.jpg
01347,347,Бордо Харьковская,347.,"347.Бордо Харьковская.Урожайный среднеспелый сорт, созревание корнеплодов 105-115 дней. Корнеплод шаровидный, наполовину углубленный в почву, легко вырывается. Мякоть фиолетово-бордовая, не имеет белых прожилок, нежная, сочная, сладкая. Масса корнеплода 230-350 г. М 14:44 Мама",1,Среднеспелый,230-350,,p_01347_1.jpg
01348,348,Борщевая,348.,"348. Борщевая.Ранне-спелый сорт, транспортабелен .Сеют в апреле-мае, на глубину 2-4 см, рядовым способом, с расстоянием между рядами 30 см. Уборку для хранения проводят в середине сентября. 15:05",1,,,,p_01348_1.jpg
13349,349,Боливар,349.,"349. Боливар.Вегетационный период 90 дней. Крупные корнеплоды округлой формы. Мякоть равномерного темно-красного цвета, без концентрических колец. Малая ботва. Вертикальное расположение листьев облегчает сбор урожая. Пригоден для использования в свежем виде, хранения и переработки. 15:08 350 Винегретный.Раннеспелый сорт столовой свеклы (период от всходов до технической спелости 94-120 дней), засухоустойчивый. Корнеплоды округлые и округло-плоские, массой 232—513 г, хорошего вкуса и хорошей лёжкости, мякоть интенсивного тёмно-красного цвета. 15:18",13,Раннеспелый,513,,p_13349_1.jpg
13351,351,Винегретная мармеладка,351.,"351. Винегретная мармеладка.Среднепоздний сорт столовой свеклы (период от всходов до технической спелости 94-120 дней), засухоустойчивый. Корнеплоды округлые и округло-плоские, массой 232—513 г, хорошего вкуса, сладкие и хорошей лёжкости. М 16:37 Мама",13,,513,,p_13351_1.jpg
21352,352,Деликатесная,352.,"352.Деликатесная.Среднеспелый сорт с отличными вкусовыми качествами. От массовых всходов до технической спелости 110-115 дней. Корнеплод округлый с гладкой поверхностью. Мякоть темно-красная, нежная, сочная, сладкая. Сорт устойчив к и цветению. 16:39",21,Среднеспелый,,,p_21352_1.jpg
13353,353,Дейтройт,353.,"353. Дейтройт. Америк. Самый распространенный сорт столовой свеклы. Среднепоздний, от всходов до уборки – 100-110 дней. Формирует круглые, очень красивые корнеплоды с гладкой кожицей и небольшой розеткой листьев, массой 176-187 г. Мякоть без колец, темно-красного цвета. 16:43",13,,176-187,,p_13353_1.jpg
01354,354,Египетская плоская,354.,"354. Египетская плоская.Скороспелый, засухоустойчивый сорт, обладающий хорошими вкусовыми качествами. Высокоурожайный. Корнеплоды плоские, мякоть тёмно-красная с фиолетовым оттенком, сочные и вкусные, массой до 350г, формируются на поверхности грунта. 16:48",1,Скороспелый,350,,p_01354_1.jpg
13355,355,Кардинал,355.,"355.Кардинал.Среднеспелый, высокоурожайный сорт свеклы столовой. Вегетационный период от посева семян до сбора урожая – 80-120 дней. Корнеплод красного цвета с бордовым оттенком, круглой формы, без ярко выраженных концентрических колец. Вкусовые качества высокие. М 17:06 Мама",13,Среднеспелый,,,p_13355_1.jpg
21356,356,Кедри,356.,"356.Кедри.Среднеспелый высокоурожайный сорт, который является усовершенствованием известного сорта Цилиндра. Вегетационный период составляет 95-120 дней. Корнеплоды цилиндрической формы, темно-красного цвета с бордовым оттенком. 17:15",21,Среднеспелый,,,p_21356_1.jpg
21357,357,Кросби,357.,"357.Кросби.Сорт раннеспелый, высокоурожайный. Великолепные шаровидные, гладкие, сочные и вкусные корнеплоды имеют красивый темный цвет мякоти, быстро варятся. Используют для ранней пучковой продукции и на хранение. 17:24",21,Раннеспелый,,,p_21357_1.jpg
01358,358,Негритянка,358.,"358.Негритянка.Позднеспелая. Вегетационный период от восхода до технической спелости 100-120 дней. Корнеплод выровненный округлый, гладкий массой 450-700 г. Мякоть темно-красная, без видимых колец. Этот сорт ценится за стабильную урожайность, 17:31",1,Позднеспелый,450-700,,p_01358_1.jpg
01359,359,Носовская плоская,359.,"359. Носовская плоская.Сорт скороспелый. Период от посева до уборки 87-123 дня. Корнеплоды плоские. Массой 206-450 г. Кожица темно-красная, мякоть темно-фиолетовая, сочная, отличного вкуса. Лежкость при хранении хорошая. Сорт устойчив к болезням. 17:33",1,Скороспелый,206-450,,p_01359_1.jpg
01360,360,Опольская,360.,"360. Опольская.Среднеспелый сорт, вегетационный период 110-120 дней. Корнеплоды цилиндрической формы. Мякоть интенсивно темно-красная с высокими вкусовыми качествами. Высокоурожайная. Лежкость хорошая. Предназначен для переработки, консервирования порезанным на ломтики, квашения. 17:36",1,Среднеспелый,,,p_01360_1.jpg
01361,361,Красний шар,361.,"361. Красний шар.Сорт среднеспелый, период от посева до уборки – 95-105 дней. Корнеплоды округлые, массой 250-400 г. Мякоть темно-красная, сочная. Используют для хранения, консервирования, квашения. 17:38 362 Ривал.Сорт среднеранний. Корнеплод цилиндрический, мякоть темно-красная, с оттенком бордо, без колец, нежная, сочная. Вкусовые качества высокие. Урожайный, с высоким выходом товарных корнеплодов. Лежкость хорошая. 17:41",1,Среднеспелый,250-400,,p_01361_1.jpg
